Developer,Genre,Total_Global_Sales,Total_Global_Sales_By_Developer
Bunkasha Publishing,Racing,0.57,0.57
"Cyanide, Cyanide Studios",Role-Playing,0.57,0.57
"EA Canada, EA Vancouver",Sports,0.57,0.57
ITL,Role-Playing,0.22,0.57
ITL,Simulation,0.35,0.57
Awesome Studios,Puzzle,0.56,0.56
"Farsight Studios, Crave",Sports,0.56,0.56
FeelPlus,Shooter,0.27,0.56
FeelPlus,Action,0.29,0.56
Hydravision,Action,0.21,0.56
Hydravision,Adventure,0.35,0.56
"Namco Bandai Games, Bandai Namco Games",Role-Playing,0.56,0.56
TOYBOX,Role-Playing,0.56,0.56
Deep Space,Action,0.55,0.55
Jaleco Entertainment,Strategy,0.27,0.55
Jaleco Entertainment,Racing,0.02,0.55
Jaleco Entertainment,Action,0.18,0.55
Jaleco Entertainment,Puzzle,0.08,0.55
Nuevo Retro Games,Puzzle,0.55,0.55
Impulse Games,Racing,0.2,0.54
Impulse Games,Misc,0.34,0.54
Jack of All Games,Sports,0.18,0.54
Jack of All Games,Misc,0.22,0.54
Jack of All Games,Platform,0.02,0.54
Jack of All Games,Shooter,0.02,0.54
Jack of All Games,Racing,0.1,0.54
War Drum Studios,Action,0.54,0.54
Deep Silver Dambuster Studios,Shooter,0.53,0.53
"High Voltage Software, Ubisoft Paris",Shooter,0.53,0.53
"Mercury Steam, Alchemic Productions",Shooter,0.53,0.53
Noise Inc.,Fighting,0.16,0.53
Noise Inc.,Role-Playing,0.37,0.53
Raster,Shooter,0.53,0.53
"Scholastic, Inc.",Misc,0.05,0.53
"Scholastic, Inc.",Adventure,0.48,0.53
Starfish SD,Misc,0.47,0.53
Starfish SD,Action,0.06,0.53
5pb,Adventure,0.52,0.52
EKO Software,Misc,0.17,0.52
EKO Software,Sports,0.09,0.52
EKO Software,Platform,0.05,0.52
EKO Software,Action,0.21,0.52
Examu,Fighting,0.52,0.52
Hudson Entertainment,Sports,0.09,0.52
Hudson Entertainment,Puzzle,0.16,0.52
Hudson Entertainment,Adventure,0.27,0.52
Majesco Games,Action,0.27,0.52
Majesco Games,Misc,0.25,0.52
Smart Bomb Interactive,Action,0.33,0.52
Smart Bomb Interactive,Adventure,0.05,0.52
Smart Bomb Interactive,Racing,0.14,0.52
"Factor 5, SCE/WWS",Action,0.51,0.51
HexaDrive,Role-Playing,0.51,0.51
"Jupiter Corporation, Jupiter Multimedia",Role-Playing,0.51,0.51
Knowledge Adventure Inc.,Adventure,0.41,0.51
Knowledge Adventure Inc.,Misc,0.1,0.51
"SCE Japan Studio, comcept",Role-Playing,0.51,0.51
Sennari Interactive,Action,0.34,0.51
Sennari Interactive,Sports,0.17,0.51
Swordfish Studios,Shooter,0.51,0.51
Contraband Entertainment,Misc,0.5,0.5
Coyote Console,Shooter,0.07,0.5
Coyote Console,Racing,0.18,0.5
Coyote Console,Misc,0.13,0.5
Coyote Console,Simulation,0.12,0.5
Creations,Platform,0.46,0.5
Creations,Action,0.04,0.5
FuRyu,Role-Playing,0.5,0.5
HandMade Game,Adventure,0.5,0.5
Quest,Role-Playing,0.5,0.5
Larian Studios,Role-Playing,0.49,0.49
Revolution Software,Adventure,0.49,0.49
Super X Studios,Shooter,0.37,0.49
Super X Studios,Simulation,0.12,0.49
Volatile Games,Shooter,0.49,0.49
iWin,Simulation,0.26,0.49
iWin,Puzzle,0.23,0.49
Cave,Sports,0.05,0.48
Cave,Shooter,0.33,0.48
Cave,Misc,0.1,0.48
"Harmonix Music Systems, Backbone Entertainment",Misc,0.48,0.48
Inland Productions,Racing,0.48,0.48
SScholastic Media,Adventure,0.48,0.48
"Screenlife Games, WXP",Misc,0.48,0.48
"Eurocom Entertainment Software, Visceral Games",Shooter,0.47,0.47
New,Fighting,0.47,0.47
Phantagram,Strategy,0.47,0.47
"Ubisoft Barcelona, Ubisoft Reflections",Racing,0.47,0.47
"Activision, FreeStyleGames",Misc,0.46,0.46
"Nintendo, Headstrong Games",Action,0.46,0.46
Stainless Games,Action,0.03,0.46
Stainless Games,Misc,0.43,0.46
Vatra,Action,0.46,0.46
Wizarbox,Simulation,0.3,0.46
Wizarbox,Adventure,0.16,0.46
ZootFly,Action,0.46,0.46
Big Ant Studios,Racing,0.25,0.45
Big Ant Studios,Action,0.07,0.45
Big Ant Studios,Sports,0.13,0.45
GungHo,Role-Playing,0.45,0.45
IR Gurus,Action,0.14,0.45
IR Gurus,Simulation,0.31,0.45
K2,Role-Playing,0.45,0.45
Sims,Sports,0.45,0.45
Amuze,Action,0.44,0.44
Magellan Interactive,Adventure,0.1,0.44
Magellan Interactive,Misc,0.01,0.44
Magellan Interactive,Sports,0.01,0.44
Magellan Interactive,Puzzle,0.32,0.44
Mucky Foot Productions,Action,0.44,0.44
"Nintendo, Camelot Software Planning",Sports,0.44,0.44
"Square Enix, TOSE",Action,0.44,0.44
Empire Interactive,Puzzle,0.14,0.43
Empire Interactive,Racing,0.04,0.43
Empire Interactive,Simulation,0.25,0.43
Fall Line Studio,Action,0.21,0.43
Fall Line Studio,Misc,0.22,0.43
Jet Black Games,Sports,0.23,0.43
Jet Black Games,Misc,0.2,0.43
Kamui,Role-Playing,0.43,0.43
Phoenix Interactive Entertainment,Adventure,0.22,0.43
Phoenix Interactive Entertainment,Misc,0.21,0.43
Sunrise Interactive,Simulation,0.43,0.43
Tenyo,Puzzle,0.43,0.43
Zen Studios,Action,0.4,0.43
Zen Studios,Simulation,0.03,0.43
Bluehole Studio,Role-Playing,0.42,0.42
Circus Freak,Racing,0.29,0.42
Circus Freak,Action,0.13,0.42
FireFly Studios,Strategy,0.42,0.42
FrontLine Studios,Misc,0.04,0.42
FrontLine Studios,Action,0.14,0.42
FrontLine Studios,Puzzle,0.21,0.42
FrontLine Studios,Sports,0.03,0.42
Hitmaker,Action,0.09,0.42
Hitmaker,Racing,0.27,0.42
Hitmaker,Strategy,0.06,0.42
Nadeo,Action,0.42,0.42
"Nintendo, Intelligent Systems",Role-Playing,0.42,0.42
RFX Interactive,Action,0.19,0.42
RFX Interactive,Platform,0.11,0.42
RFX Interactive,Shooter,0.12,0.42
SunSoft,Puzzle,0.09,0.42
SunSoft,Adventure,0.33,0.42
2XL Games,Racing,0.41,0.41
Cyanide,Racing,0.05,0.41
Cyanide,Sports,0.29,0.41
Cyanide,Role-Playing,0.04,0.41
Cyanide,Strategy,0.03,0.41
Kemco,Puzzle,0.04,0.41
Kemco,Action,0.25,0.41
Kemco,Misc,0.1,0.41
Kemco,Racing,0.02,0.41
Maximum Games,Simulation,0.41,0.41
Renegade Kid,Racing,0.08,0.41
Renegade Kid,Adventure,0.05,0.41
Renegade Kid,Shooter,0.28,0.41
Santa Cruz Games,Adventure,0.1,0.41
Santa Cruz Games,Action,0.31,0.41
System 3,Racing,0.04,0.41
System 3,Sports,0.04,0.41
System 3,Puzzle,0.02,0.41
System 3,Platform,0.31,0.41
Classic Media Distribution Limited,Adventure,0.4,0.4
Funcom,Role-Playing,0.2,0.4
Funcom,Adventure,0.06,0.4
Funcom,Racing,0.14,0.4
Mitchell,Puzzle,0.4,0.4
Sanuk Games,Puzzle,0.12,0.4
Sanuk Games,Misc,0.28,0.4
Twisted Pixel Games,Shooter,0.4,0.4
Climax Entertainment,Platform,0.02,0.39
Climax Entertainment,Strategy,0.22,0.39
Climax Entertainment,Role-Playing,0.15,0.39
"Frogwares, Mistic Software",Adventure,0.39,0.39
Gunnar Games,Puzzle,0.21,0.39
Gunnar Games,Adventure,0.18,0.39
"Monolith Soft, Banpresto",Role-Playing,0.39,0.39
Beyond Reality,Racing,0.38,0.38
Graphic State,Racing,0.3,0.38
Graphic State,Shooter,0.08,0.38
Metro,Puzzle,0.12,0.38
Metro,Misc,0.26,0.38
Nautilus,Role-Playing,0.38,0.38
Panic Button,Shooter,0.04,0.38
Panic Button,Simulation,0.18,0.38
Panic Button,Fighting,0.16,0.38
Red Zone Entertainment,Sports,0.38,0.38
Uacari,Misc,0.38,0.38
Blueside,Role-Playing,0.37,0.37
Coyote Developments,Shooter,0.26,0.37
Coyote Developments,Adventure,0.11,0.37
Crafts & Meister,Fighting,0.37,0.37
Cranky Pants Games,Role-Playing,0.05,0.37
Cranky Pants Games,Action,0.29,0.37
Cranky Pants Games,Shooter,0.03,0.37
Legacy Interactive,Adventure,0.11,0.37
Legacy Interactive,Simulation,0.26,0.37
Lexis Numerique,Action,0.05,0.37
Lexis Numerique,Sports,0.32,0.37
Microids,Action,0.15,0.37
Microids,Adventure,0.18,0.37
Microids,Sports,0.04,0.37
Mobius Entertainment,Shooter,0.03,0.37
Mobius Entertainment,Misc,0.22,0.37
Mobius Entertainment,Racing,0.03,0.37
Mobius Entertainment,Action,0.09,0.37
Namco Bandai Games America,Shooter,0.02,0.37
Namco Bandai Games America,Misc,0.19,0.37
Namco Bandai Games America,Fighting,0.16,0.37
Nordic Games Publishing,Misc,0.15,0.37
Nordic Games Publishing,Action,0.03,0.37
Nordic Games Publishing,Racing,0.19,0.37
Open Sesame,Sports,0.37,0.37
Playbox Limited,Simulation,0.37,0.37
"Rocksteady Studios, Virtuos",Action,0.37,0.37
Vivendi Games,Platform,0.37,0.37
"GameMill Publishing, 1st Playable Productions",Adventure,0.09,0.36
"GameMill Publishing, 1st Playable Productions",Misc,0.27,0.36
Gaming Minds Studios,Simulation,0.2,0.36
Gaming Minds Studios,Strategy,0.16,0.36
Ivory Tower,Action,0.14,0.36
Ivory Tower,Racing,0.22,0.36
N-Fusion Interactive Entertainment Corp.,Action,0.28,0.36
N-Fusion Interactive Entertainment Corp.,Adventure,0.08,0.36
Pax Softonica,Action,0.36,0.36
"RED Entertainment, Spike Chunsoft",Role-Playing,0.36,0.36
Razorback Developments,Misc,0.08,0.36
Razorback Developments,Action,0.2,0.36
Razorback Developments,Puzzle,0.08,0.36
Zener Works,Role-Playing,0.36,0.36
Aspyr,Misc,0.14,0.35
Aspyr,Simulation,0.2,0.35
Aspyr,Action,0.01,0.35
Daedalic Entertainment,Adventure,0.35,0.35
Kylotonn,Action,0.35,0.35
NaturalMotion,Sports,0.35,0.35
Nobilis,Simulation,0.32,0.35
Nobilis,Adventure,0.03,0.35
Simon & Schuster,Sports,0.29,0.35
Simon & Schuster,Shooter,0.06,0.35
Taniko,Action,0.22,0.35
Taniko,Misc,0.13,0.35
Vir2L Studios,Sports,0.35,0.35
WildTangent,Misc,0.35,0.35
WinkySoft,Role-Playing,0.06,0.35
WinkySoft,Adventure,0.29,0.35
Buena Vista Interactive,Racing,0.34,0.34
Cohort Studios,Shooter,0.34,0.34
Idea Factory,Adventure,0.09,0.34
Idea Factory,Strategy,0.04,0.34
Idea Factory,Role-Playing,0.21,0.34
"Playlogic, The Game Factory",Action,0.34,0.34
Presto Studios,Adventure,0.34,0.34
Software Creations,Sports,0.34,0.34
"Ubisoft, Powerhead Games",Simulation,0.34,0.34
WideScreen Games,Shooter,0.32,0.34
WideScreen Games,Adventure,0.02,0.34
"Amaze Entertainment, Griptonite Games",Action,0.33,0.33
Amble,Role-Playing,0.06,0.33
Amble,Action,0.27,0.33
"Capcom, Klein Computer Entertainment",Misc,0.33,0.33
Career Soft,Role-Playing,0.33,0.33
Croteam,Puzzle,0.03,0.33
Croteam,Shooter,0.3,0.33
Darkworks,Action,0.17,0.33
Darkworks,Adventure,0.16,0.33
Fizz Factor,Action,0.33,0.33
"Lancarse, Atlus",Role-Playing,0.33,0.33
Seta Corporation,Shooter,0.33,0.33
"Tecmo, Ntreev Soft",Sports,0.33,0.33
Activision Value,Shooter,0.01,0.32
Activision Value,Strategy,0.06,0.32
Activision Value,Misc,0.25,0.32
"Atlus, Dingo Inc.",Misc,0.32,0.32
Bohemia Interactive,Simulation,0.03,0.32
Bohemia Interactive,Shooter,0.29,0.32
"Buzz Monkey, EA Montreal",Shooter,0.32,0.32
CodeFire,Misc,0.32,0.32
DTP Entertainment,Sports,0.14,0.32
DTP Entertainment,Adventure,0.1,0.32
DTP Entertainment,Action,0.08,0.32
"Game Republic, JapanStudio",Role-Playing,0.32,0.32
Griffin International,Sports,0.32,0.32
"MicroProse, n-Space",Misc,0.2,0.32
"MicroProse, n-Space",Action,0.12,0.32
Spellbound,Racing,0.02,0.32
Spellbound,Role-Playing,0.28,0.32
Spellbound,Simulation,0.02,0.32
The Game Factory,Misc,0.15,0.32
The Game Factory,Action,0.09,0.32
The Game Factory,Adventure,0.08,0.32
Yacht Club Games,Platform,0.32,0.32
Akella,Role-Playing,0.29,0.31
Akella,Strategy,0.02,0.31
Big Red Button Entertainment,Action,0.31,0.31
Denyu-Sha,Puzzle,0.31,0.31
Experience Inc.,Role-Playing,0.31,0.31
"Inti, Inti Creates",Platform,0.31,0.31
Magix,Misc,0.31,0.31
Ronin Entertainment,Fighting,0.31,0.31
Shade,Role-Playing,0.31,0.31
TimeGate Studios,Shooter,0.31,0.31
Wargaming.net,Strategy,0.02,0.31
Wargaming.net,Shooter,0.29,0.31
Wildfire Studios,Action,0.31,0.31
eGames,Action,0.31,0.31
Banpresto,Adventure,0.29,0.3
Banpresto,Role-Playing,0.01,0.3
"Banpresto, SoftMax",Role-Playing,0.3,0.3
CCP,Shooter,0.1,0.3
CCP,Role-Playing,0.2,0.3
Deck 13,Role-Playing,0.3,0.3
Games Farm,Simulation,0.3,0.3
Hyperspace Cowgirls,Platform,0.3,0.3
Interchannel,Puzzle,0.3,0.3
Koolhaus Games,Sports,0.3,0.3
Mahou,Sports,0.3,0.3
Nordcurrent,Sports,0.11,0.3
Nordcurrent,Puzzle,0.19,0.3
Outrage Games,Shooter,0.3,0.3
Prolific,Racing,0.3,0.3
Related Designs,Simulation,0.3,0.3
Sinister Games,Racing,0.3,0.3
Digital Fiction,Fighting,0.21,0.29
Digital Fiction,Sports,0.08,0.29
DoubleTap Games,Puzzle,0.29,0.29
Flight-Plan,Role-Playing,0.29,0.29
Game Brains,Puzzle,0.29,0.29
Game Titan,Platform,0.29,0.29
Her Interactive,Adventure,0.29,0.29
LightBox Interactive,Action,0.29,0.29
Million,Sports,0.17,0.29
Million,Action,0.12,0.29
"Neversoft Entertainment, Underground Development",Misc,0.29,0.29
The Workshop,Action,0.29,0.29
Two Tribes,Puzzle,0.26,0.29
Two Tribes,Platform,0.03,0.29
Ubisoft Bulgaria,Adventure,0.14,0.29
Ubisoft Bulgaria,Misc,0.15,0.29
Cosmigo,Strategy,0.08,0.28
Cosmigo,Misc,0.2,0.28
"Disney Interactive Studios, Land Ho!",Misc,0.28,0.28
Gogii Games,Adventure,0.28,0.28
Just Add Monsters,Fighting,0.28,0.28
Kadokawa,Adventure,0.06,0.28
Kadokawa,Role-Playing,0.22,0.28
Kodiak Interactive,Action,0.21,0.28
Kodiak Interactive,Racing,0.07,0.28
Liquid Entertainment,Action,0.28,0.28
"Mac Play, MacPlay",Puzzle,0.28,0.28
Other Ocean Interactive,Fighting,0.19,0.28
Other Ocean Interactive,Sports,0.02,0.28
Other Ocean Interactive,Adventure,0.07,0.28
Sacnoth,Role-Playing,0.28,0.28
Sega Toys,Simulation,0.28,0.28
Spiders,Role-Playing,0.28,0.28
Stealth Studios,Racing,0.28,0.28
Success,Role-Playing,0.11,0.28
Success,Strategy,0.02,0.28
Success,Adventure,0.07,0.28
Success,Action,0.07,0.28
Success,Simulation,0.01,0.28
Zindagi Games,Action,0.28,0.28
Zoom,Shooter,0.28,0.28
Buena Vista Games,Action,0.27,0.27
Little Orbit,Simulation,0.15,0.27
Little Orbit,Action,0.12,0.27
Loose Cannon Studios,Action,0.27,0.27
Mad Catz,Misc,0.2,0.27
Mad Catz,Simulation,0.07,0.27
Mad Doc Software,Simulation,0.2,0.27
Mad Doc Software,Strategy,0.07,0.27
Ornith,Sports,0.27,0.27
"Rockstar Toronto, Rockstar Leeds",Action,0.27,0.27
Studio 33,Racing,0.27,0.27
Swingin' Ape,Shooter,0.27,0.27
THQ Australia,Action,0.27,0.27
The Learning Company,Misc,0.27,0.27
Tornado Studios,Racing,0.02,0.27
Tornado Studios,Simulation,0.25,0.27
Zerodiv,Role-Playing,0.27,0.27
Zono Inc.,Strategy,0.27,0.27
2K Shanghai,Sports,0.26,0.26
Crispy's,Action,0.26,0.26
"LDW, Big Fish Games",Simulation,0.26,0.26
Microvision,Role-Playing,0.26,0.26
OneNine Studios,Action,0.08,0.26
OneNine Studios,Adventure,0.18,0.26
Pacific Century Cyber Works,Misc,0.26,0.26
Prokion,Role-Playing,0.26,0.26
Rising Star Games,Misc,0.05,0.26
Rising Star Games,Puzzle,0.12,0.26
Rising Star Games,Action,0.04,0.26
Rising Star Games,Platform,0.05,0.26
SNK,Shooter,0.1,0.26
SNK,Fighting,0.16,0.26
Seven45 Studios,Misc,0.26,0.26
SimBin,Racing,0.25,0.26
SimBin,Strategy,0.01,0.26
Sony Interactive Entertainment,Misc,0.25,0.26
Sony Interactive Entertainment,Shooter,0.01,0.26
2015,Shooter,0.25,0.25
Amaze,Action,0.25,0.25
Bongfish,Sports,0.25,0.25
BottleRocket Entertainment,Action,0.25,0.25
Southend Interactive,Shooter,0.25,0.25
Ubisoft Nagoya,Simulation,0.25,0.25
Y's K,Simulation,0.25,0.25
Alpha Unit,Sports,0.01,0.24
Alpha Unit,Action,0.21,0.24
Alpha Unit,Role-Playing,0.02,0.24
"Atari, Atari SA",Action,0.13,0.24
"Atari, Atari SA",Misc,0.09,0.24
"Atari, Atari SA",Platform,0.02,0.24
Curious Pictures,Misc,0.24,0.24
Game Sauce,Puzzle,0.05,0.24
Game Sauce,Racing,0.19,0.24
Graffiti Entertainment,Misc,0.24,0.24
Hasbro Interactive,Shooter,0.24,0.24
"Io Interactive, Nixxes Software",Action,0.24,0.24
Isopod Labs,Racing,0.24,0.24
"Matrix Software, Marvelous Entertainment",Role-Playing,0.24,0.24
Metro Graphics,Misc,0.24,0.24
Raylight Studios,Action,0.13,0.24
Raylight Studios,Racing,0.03,0.24
Raylight Studios,Simulation,0.05,0.24
Raylight Studios,Shooter,0.03,0.24
"Tamsoft, D3Publisher",Action,0.24,0.24
Trickstar Games,Simulation,0.24,0.24
Blueshift,Sports,0.23,0.23
Broadsword Interactive,Action,0.03,0.23
Broadsword Interactive,Misc,0.05,0.23
Broadsword Interactive,Racing,0.15,0.23
DSI Games,Puzzle,0.03,0.23
DSI Games,Misc,0.2,0.23
Empire Oxford,Misc,0.18,0.23
Empire Oxford,Action,0.05,0.23
Gaijin Games,Misc,0.23,0.23
"Hudson, NATSUME ATARI Inc.",Sports,0.23,0.23
Lost Toys,Action,0.18,0.23
Lost Toys,Shooter,0.05,0.23
Magic Pixel Games,Misc,0.23,0.23
Moss,Puzzle,0.1,0.23
Moss,Shooter,0.13,0.23
O-Games,Puzzle,0.18,0.23
O-Games,Misc,0.05,0.23
Re-Logic,Action,0.23,0.23
Sanrio Digital,Adventure,0.23,0.23
SolWorks,Sports,0.23,0.23
Studio Saizensen,Platform,0.03,0.23
Studio Saizensen,Action,0.2,0.23
Alphadream Corporation,Sports,0.22,0.22
"Aspect, Takara Tomy",Action,0.22,0.22
Bit Town,Simulation,0.22,0.22
Guildford Studio,Shooter,0.22,0.22
Hit Maker,Role-Playing,0.22,0.22
Mix Max,Misc,0.22,0.22
Phoenix Entertainment,Action,0.22,0.22
Rhino Studios,Adventure,0.22,0.22
Secret Stash Games,Shooter,0.22,0.22
SoftMax,Role-Playing,0.22,0.22
Tecmo Koei Games,Adventure,0.22,0.22
Ubisoft Sao Paulo,Simulation,0.22,0.22
Creative Patterns,Simulation,0.21,0.21
Deep Fried Entertainment,Sports,0.21,0.21
"Deep Silver, Sproing Interactive Media, Sproing",Adventure,0.21,0.21
Epics,Misc,0.14,0.21
Epics,Role-Playing,0.07,0.21
Frima Studio,Action,0.1,0.21
Frima Studio,Strategy,0.11,0.21
Gimagin Games,Simulation,0.21,0.21
MASA Group,Strategy,0.21,0.21
"Namco Bandai Games, Monkey Bar Games",Platform,0.21,0.21
Osiris Studios,Fighting,0.21,0.21
Petroglyph,Strategy,0.11,0.21
Petroglyph,Action,0.1,0.21
Sun-Tec,Fighting,0.21,0.21
ThatGameCompany,Adventure,0.21,0.21
BeeWorks,Adventure,0.2,0.2
Colossal Order,Simulation,0.2,0.2
Digital Embryo,Puzzle,0.11,0.2
Digital Embryo,Sports,0.09,0.2
Digital Mayhem,Shooter,0.2,0.2
Firehazard Studio,Action,0.06,0.2
Firehazard Studio,Puzzle,0.14,0.2
Frame Studios Interactive,Puzzle,0.11,0.2
Frame Studios Interactive,Platform,0.09,0.2
"Funatics Software, Funatics",Strategy,0.2,0.2
Global A,Role-Playing,0.2,0.2
Kung Fu Factory,Fighting,0.2,0.2
Merscom LLC,Adventure,0.2,0.2
"Omega Force, Koei Canada",Action,0.2,0.2
"SCEA, Think and Feel",Fighting,0.2,0.2
"Sanzaru Games, Sanzaru Games, Inc.",Action,0.2,0.2
"Sega, Tom Create",Role-Playing,0.2,0.2
Slam Games,Puzzle,0.2,0.2
Tommo,Shooter,0.06,0.2
Tommo,Puzzle,0.14,0.2
Top Heavy Studios,Misc,0.2,0.2
Ubisoft Annecy,Role-Playing,0.2,0.2
Westwood Studios,Adventure,0.2,0.2
Zed Two Limited,Puzzle,0.11,0.2
Zed Two Limited,Strategy,0.09,0.2
"Artificial Mind and Movement, EA Redwood Shores",Action,0.19,0.19
Asylum Entertainment,Adventure,0.19,0.19
Backbone Emeryville,Sports,0.18,0.19
Backbone Emeryville,Misc,0.01,0.19
Cinemaware,Strategy,0.19,0.19
GCP1,Misc,0.19,0.19
GSC Game World,Shooter,0.16,0.19
GSC Game World,Strategy,0.03,0.19
Independent Arts,Adventure,0.19,0.19
KING Art,Strategy,0.01,0.19
KING Art,Adventure,0.18,0.19
Magic Rings,Role-Playing,0.19,0.19
Micro Cabin,Simulation,0.19,0.19
Most Wanted Entertainment,Simulation,0.03,0.19
Most Wanted Entertainment,Puzzle,0.16,0.19
"Neverland, Idea Factory",Role-Playing,0.19,0.19
Paradox Development Studio,Strategy,0.19,0.19
Pixel Tales,Sports,0.19,0.19
Platinum Egg,Role-Playing,0.06,0.19
Platinum Egg,Puzzle,0.13,0.19
SME Dynamic Systems Limited,Simulation,0.19,0.19
Skip Ltd.,Adventure,0.19,0.19
Tecmo Koei Canada,Action,0.19,0.19
The Behemoth,Shooter,0.19,0.19
The Fun Pimps Entertainment LLC,Action,0.19,0.19
Tripwire Interactive,Shooter,0.19,0.19
"Ubisoft, Ludia Inc.",Misc,0.19,0.19
Various,Action,0.01,0.19
Various,Shooter,0.02,0.19
Various,Role-Playing,0.02,0.19
Various,Misc,0.14,0.19
WorkJam,Adventure,0.19,0.19
Bitmap Brothers,Sports,0.18,0.18
"Eighting, Takara Tomy",Action,0.18,0.18
Escape,Racing,0.18,0.18
Game Life,Misc,0.18,0.18
"Gust, Idea Factory",Role-Playing,0.18,0.18
Icon Games,Strategy,0.05,0.18
Icon Games,Racing,0.08,0.18
Icon Games,Sports,0.05,0.18
Kronos Digital Entertainment,Action,0.18,0.18
Performance Designed Products,Puzzle,0.18,0.18
"Replay Studios, ML Enterprises",Shooter,0.18,0.18
Scientifically Proven,Action,0.18,0.18
Supersonic Software,Racing,0.07,0.18
Supersonic Software,Puzzle,0.11,0.18
"Torus Games, Little Orbit",Action,0.18,0.18
Acclaim Studios Manchester,Action,0.17,0.17
Axis Entertainment,Racing,0.17,0.17
"Blitz Games, Human Soft",Platform,0.17,0.17
Climax Studios,Action,0.17,0.17
DMi Games,Sports,0.17,0.17
Eiconic Games,Puzzle,0.17,0.17
Human Entertainment,Adventure,0.17,0.17
Joindots,Puzzle,0.17,0.17
Konami Computer Entertainment Nagoya,Sports,0.17,0.17
"Namco Bandai Games, Cellius",Racing,0.17,0.17
Silicon Dreams,Action,0.09,0.17
Silicon Dreams,Sports,0.08,0.17
Stalker Entertainment,Shooter,0.17,0.17
TopWare Interactive,Misc,0.17,0.17
10tacle Studios,Sports,0.16,0.16
"Amaze Entertainment, Walt Disney Japan",Simulation,0.16,0.16
"Asmik Ace Entertainment, Inc",Simulation,0.16,0.16
"Atari, Transmission Games, Atari SA",Simulation,0.16,0.16
Blue Omega,Shooter,0.16,0.16
"Buddiez, Inc.",Puzzle,0.16,0.16
Carbine Studios,Role-Playing,0.16,0.16
Conspiracy Entertainment,Adventure,0.06,0.16
Conspiracy Entertainment,Action,0.1,0.16
Gameinvest,Action,0.16,0.16
"Gearbox Software, WayForward",Action,0.16,0.16
Halfbrick Studios,Action,0.05,0.16
Halfbrick Studios,Platform,0.11,0.16
Immersion Software & Graphics,Fighting,0.16,0.16
Lucas Learning,Racing,0.16,0.16
Ludia,Misc,0.16,0.16
"Omiya Soft, Jamsworks",Role-Playing,0.16,0.16
"Prope, Kadokawa",Action,0.16,0.16
S-Neo,Sports,0.09,0.16
S-Neo,Strategy,0.07,0.16
"Sega, French-Bread",Fighting,0.16,0.16
Sonic Powered,Simulation,0.1,0.16
Sonic Powered,Role-Playing,0.06,0.16
"Sony Online Entertainment, Mind Control Software",Strategy,0.16,0.16
Stormregion,Strategy,0.16,0.16
Tenky,Adventure,0.16,0.16
Velez & Dubail,Action,0.08,0.16
Velez & Dubail,Racing,0.08,0.16
Aqua Plus,Role-Playing,0.15,0.15
"Armature Studio, comcept",Action,0.15,0.15
Black Ship Games,Fighting,0.15,0.15
"Compile Heart, GCREST",Role-Playing,0.15,0.15
Doki Denki,Platform,0.15,0.15
EM Studios,Racing,0.15,0.15
Felistella,Role-Playing,0.15,0.15
"Game Arts, Seta Corporation",Shooter,0.15,0.15
"Genki, Kojima Productions",Action,0.15,0.15
Hypnos,Action,0.15,0.15
Koei/Inis,Sports,0.1,0.15
Koei/Inis,Misc,0.05,0.15
Le Cortex,Misc,0.15,0.15
Netherock Ltd.,Shooter,0.15,0.15
"Red Tribe, Brash Entertainment",Platform,0.15,0.15
"THQ, Altron",Action,0.15,0.15
Warner Bros. Interactive Entertainment,Action,0.15,0.15
Zombie,Shooter,0.15,0.15
Amanita Design,Adventure,0.14,0.14
"Aqua Pacific, In2Games",Sports,0.14,0.14
Astroll,Misc,0.14,0.14
"Beenox, Other Ocean Interactive",Action,0.14,0.14
Black Hole Games,Strategy,0.14,0.14
Culture Brain,Platform,0.14,0.14
Dorasu,Simulation,0.14,0.14
Fatshark AB,Action,0.14,0.14
Infogrames,Strategy,0.02,0.14
Infogrames,Platform,0.12,0.14
Ivolgamus,Misc,0.1,0.14
Ivolgamus,Puzzle,0.04,0.14
"K2, Kurogane",Role-Playing,0.14,0.14
Next Entertainment,Role-Playing,0.14,0.14
Nicalis,Platform,0.14,0.14
Nikitova Games,Fighting,0.12,0.14
Nikitova Games,Adventure,0.02,0.14
Ntreev Soft,Sports,0.14,0.14
"Sandlot Games, Digital Embryo",Simulation,0.14,0.14
Sick Puppies,Puzzle,0.14,0.14
SouthPeak Games,Sports,0.05,0.14
SouthPeak Games,Simulation,0.09,0.14
"Spark Unlimited, comcept",Action,0.14,0.14
"Spike Chunsoft, Chime",Adventure,0.14,0.14
Starsphere Interactive,Simulation,0.14,0.14
Transmission Games,Simulation,0.14,0.14
2K Play,Misc,0.13,0.13
ACOT,Sports,0.13,0.13
Attention Software,Racing,0.13,0.13
"Big Blue Bubble Inc., Scholastic, Inc.",Puzzle,0.13,0.13
Curly Monsters,Racing,0.13,0.13
Deadline Games,Shooter,0.13,0.13
Freedom Factory Studios,Action,0.13,0.13
G-Artists,Role-Playing,0.06,0.13
G-Artists,Adventure,0.07,0.13
GlyphX Games,Action,0.13,0.13
Gravity-I,Puzzle,0.09,0.13
Gravity-I,Misc,0.04,0.13
Hot Lava Games,Puzzle,0.13,0.13
IR Gurus Interactive Ltd.,Simulation,0.13,0.13
JV Games Inc.,Shooter,0.13,0.13
